,info_brand,info_name,info_money,info_store,info_commit
143,荣耀（HONOR）,荣耀畅玩8 5.71英寸珍珠全面屏 大字体大音量长续航 莱茵护眼 2GB+32GB 极光蓝 双卡双待 全网通,599,荣耀京东自营旗舰店,3万+
144,努比亚（nubia）,"京品手机	
努比亚 nubia 红魔5G 电竞游戏手机 12GB+128GB 骇客黑 骁龙865 144Hz屏幕刷新率 内置风扇散热【购机补贴版】",4099,努比亚京东自营旗舰店,6000+
145,vivo,vivo Z6 5G手机 8GB+128GB 冰川纪 44W超快闪充 高通骁龙765G 5000mAh超大电池,2597,京东超体vivo专卖店,3
146,荣耀（honor）,荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+128GB 蝶羽翠,2399,荣耀京东自营旗舰店,30万+
147,守护宝,守护宝（上海中兴）F20 老人机电信版4g老年手机全网通老人智能手机大声音量学生6英寸大屏幕手机 蓝色,499,守护宝手机京东自营旗舰店,1万+
148,一加,一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 高通骁龙865 12GB+256GB 青空 拍照游戏手机,4999,一加手机京东自营官方旗舰店,10万+
149,一加,"京品手机	
一加 OnePlus 8 5G旗舰 90Hz高清柔性屏 骁龙865 180g轻薄手感 12GB+256GB 银翼 超清超广角拍照游戏手机",3799,一加手机京东自营官方旗舰店,20万+
150,荣耀（HONOR）,荣耀Play4T Pro 麒麟810芯片 OLED屏幕指纹 4800万高感光夜拍三摄 22.5W超级快充 全网通8GB+128GB 冰岛幻境,1699,荣耀京东自营旗舰店,90万+
151,小米（MI）,Redmi K30 5G双模 120Hz流速屏 骁龙765G 30W快充?6GB+128GB 紫玉幻境?游戏智能手机 小米 红米【购机补贴版】,2199,小米京东自营旗舰店,10万+
152,荣耀（honor）,荣耀9X PRO 麒麟810液冷散热 4000mAh超强续航 4800万超广角夜拍三摄 6.59英寸全网通8GB+128GB 幻影紫,2199,荣耀京东自营旗舰店,10万+
153,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E219 海军蓝 翻盖老年手机 移动联通2G 双卡双待 老人机 学生备用功能机 商务机 儿童手机,279,飞利浦手机京东自营旗舰店,4000+
154,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E219 典雅黑 翻盖老年手机 移动联通2G 双卡双待 老人手机 学生备用功能机商务机 儿童手机,279,飞利浦手机京东自营旗舰店,1万+
155,诺基亚（NOKIA）,诺基亚 NOKIA 5310 黑红 直板按键 移动2G音乐手机 双卡双待 老人老年手机 学生考研复试戒网备用功能机,319,诺基亚手机京东自营旗舰店,1万+
156,金立（Gionee）,金立 Gionee K5 4+128GB 曜石黑 3700mAh大电池 6.53英寸水滴屏 全网通4G 双卡双待,699,金立手机京东自营旗舰店,1000+
157,荣耀（HONOR）,荣耀30 Pro 50倍远摄 麒麟990 5G 4000万超感光摄影 3200W美颜自拍 游戏手机 全网通版8GB+128GB 幻夜黑,3999,荣耀京东自营旗舰店,20万+
158,荣耀（HONOR）,荣耀30 Pro 麒麟Kirin990 5G 4000万超感光摄影 3200W美颜自拍 全网通版8GB+128GB 幻夜黑 【购机补贴版】,3999,荣耀京东自营旗舰店,3万+
159,多亲（QIN）,多亲（QIN）Qin 2 Pro 学生手机2+32g全面屏智能超薄手机备机触屏 移动联通4g手机 电信Volte 铁灰色,599,多亲（QIN）京东自营旗舰店,3000+
160,Apple,Apple iPhone SE (A2298) 128GB 红色 移动联通电信4G手机,3399,Apple产品京东自营旗舰店,30万+
161,荣耀（HONOR）,荣耀9X 麒麟810 4000mAh续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+64GB 魅海蓝,1399,荣耀京东自营旗舰店,100万+
162,vivo,vivo Y50 8GB+128GB 流光银 5000mAh大电池 极点屏 后置四摄 全网通4G手机,1598,vivo京东自营官方旗舰店,1万+
163,华为（HUAWEI）,华为 HUAWEI nova 7 Pro 3200万追焦双摄 50倍潜望式变焦四摄 5G SoC芯片 8GB+128GB 仲夏紫全网通5G手机,3699,华为京东自营官方旗舰店,1万+
164,OPPO,OPPO Ace2   月岩灰 8G+256G 全网通,4399,京东超体OPPO专卖店,0
165,京崎（TOOKY）,京崎（TOOKY）Y9 全网通4g智能老人手机 电信 大声大屏 老年手机超长待机 移动联通微信 三防手机便宜 黑色,349,京崎（TOOKY）手机京东自营旗舰店,1万+
166,魅族（meizu）,魅族17 Pro 12GB+256GB 定白 骁龙865 旗舰5G手机 27W无线充 6400W后置主摄 90Hz屏幕 支持NFC 智能游戏手机,4699,魅族京东自营旗舰店,3万+
167,魅族（meizu）,魅族17 8GB+128GB AG 梦幻独角兽 骁龙865 旗舰5G手机 30W快充 6400W后置主摄 90Hz屏幕 支持NFC 游戏手机,3699,魅族京东自营旗舰店,6万+
168,小米（MI）,Redmi K30极速版 5G双模 120Hz流速屏 骁龙768G 前置挖孔双摄 索尼6400万后置四摄 30W快充 6GB+128GB 时光独白 游戏智能手机 小米 红米,1999,小米京东自营旗舰店,10万+
169,一加,"京品手机	
一加 OnePlus 8 5G旗舰 90Hz高清柔性屏 骁龙865 180g轻薄手感 12GB+256GB 银翼 超清超广角拍照游戏手机",3999,一加手机京东自营官方旗舰店,2万+
170,OPPO,OPPO Find X2 Pro【直播版】 超感官旗舰 120Hz 多焦段影像系统 12GB+256GB茶橘 双模5G手机,6999,OPPO京东自营官方旗舰店,8000+
171,vivo,iQOO Neo3 5G 12GB+128GB 青空蓝  高通骁龙865 144Hz竞速屏 立体双扬 44W闪充 双模5G全网通手机,2998,vivo京东自营官方旗舰店,2万+
172,一加,一加 OnePlus 8 5G旗舰 90Hz高清柔性屏 高通骁龙865 180g轻薄手感 8GB+128GB 银翼 超清超广角拍照游戏手机,3599,一加手机京东自营官方旗舰店,2万+
173,OPPO,OPPO Find X2 Pro 12GB+256GB 缎黑,6999,京东超体OPPO专卖店,0
174,小米（MI）,【优享版】Redmi K30极速版 5G双模 120Hz流速屏 骁龙768G 前置挖孔双摄 索尼6400万后置四摄 30W快充 6GB+128GB 深海微光 游戏智能手机 小米红米【购机补贴版】,1999,小米京东自营旗舰店,6万+
175,vivo,vivo Y70s 5G手机 8+128GB 月影黑  4500mAh大电池 双重解锁 后置3摄   双模5G全网通手机,1998,vivo京东自营官方旗舰店,1万+
176,小米（MI）,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 天际蓝 游戏智能手机 小米 红米,999,小米京东自营旗舰店,50万+
177,荣耀（HONOR）,荣耀Play4T 全网通6GB+128GB大内存 极光蓝 4000mAh大电池 4800万AI摄影 6.39英寸魅眼屏,1288,荣耀京东自营旗舰店,70万+
178,小米（MI）,Redmi 10X 5G 天玑820 双5G待机 4800万流光相机 水滴全面屏 6GB+128GB 深海蓝 游戏智能老人手机 小米 红米,1399,小米京东自营旗舰店,40万+
179,荣耀（HONOR）,荣耀X10  5G双模 麒麟820 4300mAh续航 4000万高感光影像系统 6.63英寸升降全面屏 全网通8GB+128GB 光速银,2399,荣耀京东自营旗舰店,40万+
180,一加,"京品手机	
一加 OnePlus 8 5G旗舰 90Hz高清柔性屏 骁龙865 180g轻薄手感 12GB+256GB 银翼 超清超广角拍照游戏手机【合约立减版】",4599,一加手机京东自营官方旗舰店,2万+
181,一加,一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 高通骁龙865 12GB+256GB 黑镜 超清超广角拍照游戏手机【合约立减版】,5999,一加手机京东自营官方旗舰店,2万+
182,酷派（Coolpad）,酷派Cool9s 护眼模式 全面屏智能手机 大字体大音量大内存 4G全网通 双卡双待 4GB+64GB 极光蓝,599,酷派京东自营旗舰店,1万+
183,荣耀（HONOR）,荣耀X10  5G双模 麒麟820 4300mAh续航 4000万高感光影像系统 6.63英寸升降全面屏 全网通 8GB+128GB 竞速蓝,2459,荣耀京东自营旗舰店,4万+
184,努比亚（nubia）,努比亚 nubia Play 5G手机 8GB+128GB 5颜六色白 144Hz超竞屏 信用购机套装,2699,努比亚京东自营旗舰店,2000+
185,vivo,vivo U3x 3GB+64GB 深湖蓝 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G手机,849,vivo京东自营官方旗舰店,2万+
186,vivo,vivo U3x 3GB+64GB 赤茶红 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G手机,849,vivo京东自营官方旗舰店,1万+
187,小米（MI）,Redmi 10X 5G 天玑820 双5G待机 4800万流光相机 水滴全面屏 8GB+128GB 深海蓝 游戏智能手机 小米 红米【购机补贴版】,2099,小米京东自营旗舰店,2万+
188,飞利浦（PHILIPS ）,飞利浦 PHILIPS E258C 陨石黑 直板电信2G 老人手机老年手机学生手机备用机,238,没有找到店铺 - -！,3000+
189,天语（K-Touch）,天语（K-Touch）T15 红色 直板按键 移动2G手机 双卡双待 大屏老人老年手机 学生备用功能机 超长待机,119,天语手机京东自营官方旗舰店,3000+
190,OPPO,OPPO Reno4 Pro  65W超级闪充 7.6mm超轻薄设计 双模5G 8GB+128GB 晶钻蓝 拍照游戏视频手机,2699,OPPO京东自营官方旗舰店,3万+
191,OPPO,OPPO Reno4 超级夜景视频 65W超级闪充 视频超级防抖 双模5G 8GB+128GB 晶钻蓝 拍照游戏视频手机,2399,OPPO京东自营官方旗舰店,4万+
192,vivo,vivo Y70s 5G手机 6+128GB 月影黑  4500mAh大电池 双重解锁 后置3摄   双模5G全网通手机,2198,vivo京东自营官方旗舰店,2000+
193,荣耀（HONOR）,荣耀Play4 Pro 5G双模 麒麟990 4000万超感光拍摄 40W超级快充 8GB+128GB幻夜黑,2899,荣耀京东自营旗舰店,10万+
194,天语（K-Touch）,天语（K-Touch）S9 老人手机 高清大屏 超长待机老年手机 双侧键全语音王 移动联通2G备用功能机 曜石黑,119,天语手机京东自营官方旗舰店,6000+
195,三星（SAMSUNG）,三星Galaxy Note10+ 5G(SM-N9760)骁龙855 后置四摄 智能S Pen 全网通双卡双待 游戏手机12GB+256GB莫奈彩,5999,三星京东自营官方旗舰店,5万+
196,诺基亚（NOKIA）,诺基亚 NOKIA  新150 黑色 直板按键 移动2G手机 双卡双待 老人老年手机 学生备用功能机 超长待机,229,诺基亚手机京东自营旗舰店,1万+
197,守护宝,守护宝（上海中兴）K288 移动联通电信三网4G老人机 双卡双待超长待机老人手机 儿童学生手机备用老年机 金色,249,守护宝手机京东自营旗舰店,1万+
198,一加,"京品手机	
一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 高通骁龙865 12GB+256GB 蓝调 游戏手机",4999,一加手机京东自营官方旗舰店,2万+
199,一加,一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 高通骁龙865 8GB+128GB 黑镜 游戏手机【直播版】,4599,一加手机京东自营官方旗舰店,1万+
200,飞利浦（PHILIPS ）,飞利浦 PHILIPS E258C 宝石蓝 直板电信2G 老人手机老年手机功能机学生手机备用机,238,没有找到店铺 - -！,6万+
201,荣耀（HONOR）,荣耀Play4T Pro 麒麟810芯片 OLED屏幕指纹 4800万高感光夜拍三摄 22.5W超级快充 全网通6GB+128GB 冰岛幻境,1499,荣耀京东自营旗舰店,20万+
202,荣耀（HONOR）,荣耀Play4T Pro 麒麟810芯片 OLED屏幕指纹 4800万高感光夜拍三摄 22.5W超级快充 全网通6GB+128GB 蓝水翡翠,1499,荣耀京东自营旗舰店,10万+
203,荣耀（HONOR）,荣耀Play4T Pro 麒麟810芯片 OLED屏幕指纹 4800万高感光夜拍三摄 22.5W超级快充 全网通6GB+128GB 幻夜黑,1499,荣耀京东自营旗舰店,10万+
204,荣耀（HONOR）,荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+256GB 蝶羽白,2759,荣耀京东自营旗舰店,3万+
205,荣耀（HONOR）,荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+256GB 蝶羽翠,2759,荣耀京东自营旗舰店,2万+
206,荣耀（HONOR）,荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+256GB 幻夜黑,2759,荣耀京东自营旗舰店,2万+
207,荣耀（HONOR）,荣耀30 50倍远摄 麒麟985 5G 4000万超广角AI四摄 3200W美颜自拍  全网通版8GB+256GB 绿野仙踪 全面屏手机,3388,荣耀京东自营旗舰店,1万+
208,荣耀（HONOR）,荣耀Play4 5G双模 6400万锐力四摄 4300mAh大电池 VC液冷散热 8GB+128GB 幻夜黑【购机补贴版】,1999,荣耀京东自营旗舰店,4万+
209,飞利浦（PHILIPS ）,飞利浦 PHILIPS E102A 绚丽红移动联通2G老人机 学生机只能接打电话戒网儿童初中生备用机老人手机老年手机,109,没有找到店铺 - -！,1000+
210,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E268 绚丽红 按键直板老人手机 移动/联通2G 超长待机老年手机 学生备用功能机,168,飞利浦手机京东自营旗舰店,1000+
211,纽曼（Newman）,纽曼（Newman）R27中国红 学生手机 卡片手机 移动2G 超薄迷你便携时尚小手机 备用机非智能戒网手机 老人机,168,纽曼京东自营官方旗舰店,1000+
212,纽曼（Newman）,纽曼（Newman）P20 酷石黑 智能老人手机 4G全网通 移动联通电信 大电池超长待机老人机 学生备用老年手机,499,纽曼京东自营官方旗舰店,1000+
213,荣耀（HONOR）,荣耀V30 PRO DXO122分 5G双模 麒麟990 5GSOC芯片 双超级快充 游戏手机8GB+256GB魅海星蓝 双卡双待,4199,荣耀京东自营旗舰店,1万+
214,荣耀（HONOR）,荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+128GB 幻夜黑,2459,荣耀京东自营旗舰店,7万+
215,荣耀（HONOR）,荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+128GB 蝶羽白,2459,荣耀京东自营旗舰店,10万+
216,OPPO,OPPO Reno4 Pro 超级夜景视频 65W超级闪充 7.6mm超轻薄设计 双模5G 8GB+128GB 晶钻红 拍照游戏视频手机,3798,京东超体OPPO专卖店,14
217,OPPO,OPPO Reno4 超级夜景视频 65W超级闪充 视频超级防抖 双模5G 8GB+128GB 晶钻蓝 拍照游戏视频手机,2998,京东超体OPPO专卖店,4
218,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E109C 陨石黑 防尘 直板按键老人机 电信  老人手机 学生备用老年功能手机 儿童手机,179,飞利浦手机京东自营旗舰店,4万+
219,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E109C 海军蓝 防尘 直板按键老人机 电信  老人手机 学生备用老年功能手机 儿童手机,179,飞利浦手机京东自营旗舰店,7000+
220,小米（MI）,Redmi 9 全场景AI四摄 高性能游戏芯 4GB+64GB 碳素黑 游戏智能手机 小米 红米,799,小米京东自营旗舰店,50万+
221,飞利浦（PHILIPS ）,飞利浦（PHILIPS） E520 陨石黑 大屏超长待机 滑盖老人手机 移动联通2G  双卡双待 学生老年备用功能手机,239,飞利浦手机京东自营旗舰店,5000+
222,vivo,vivo X50（V2001A） 5G手机 20倍变焦 超感光夜摄 90Hz超薄柔性屏 双模5G全网通手机 8G+128G 液氧,3348,中国移动官方旗舰店,0
223,vivo,vivo X50（V2001A） 5G手机 20倍变焦 超感光夜摄 90Hz超薄柔性屏 双模5G全网通手机 8G+256G 液氧,3748,中国移动官方旗舰店,0
224,荣耀（honor）,荣耀X10 Max 5G双模 7.09英寸超大屏对称式双扬声器 5000mAh大电池 NFC 全网通 8GB+128GB探速黑,2499,荣耀京东自营旗舰店,9万+
225,荣耀（HONOR）,荣耀9X PRO 麒麟810液冷散热 4000mAh超强续航 4800万三摄 6.59英寸全网通6GB+64GB 冰岛白HLK-AL10,1399,荣耀京东自营旗舰店,10万+
226,魅族（meizu）,魅族17 8GB+128GB AG 梦幻独角兽 骁龙865 旗舰5G手机 30W快充 6400W后置主摄 90Hz屏幕 支持NFC 游戏手机【合约立减版】,3699,魅族京东自营旗舰店,2万+
227,OPPO,OPPO A92s 双模5G 120Hz畅感屏 前置双摄夜景自拍 4800万超广角四摄拍照手机 6GB+128GB 佳人粉,1999,OPPO京东自营官方旗舰店,6万+
228,荣耀（HONOR）,荣耀20S 3200万人像超级夜景 4800万超广角AI三摄 麒麟810 全网通版6GB+128GB 蝶羽黑,1699,荣耀京东自营旗舰店,50万+
229,纽曼（Newman）,纽曼 Newman L6 中国红 4G全网通 移动联通电信老人手机 双卡双待 直板按键 超长待机老年机 备用功能机,168,纽曼京东自营官方旗舰店,8000+
230,天语（K-Touch）,天语（K-Touch）N1C 电信老人手机 超长待机 双侧边快捷键 天翼直板按键老年手机 学生备用功能机 金色,168,天语手机京东自营官方旗舰店,2万+
231,小米（MI）,Redmi Note8 4800万全场景四摄 4000mAh长续航 高通骁龙665 18W快充 小金刚品质保证 6GB+128GB 皓月白 游戏智能手机 小米 红米,1099,小米京东自营旗舰店,100万+
232,OPPO,OPPO A72 双模5G 90Hz灵点屏 大电池 18W快充 后置三摄AI美颜拍照视频手机 4GB+128GB 氧气紫,1399,OPPO京东自营官方旗舰店,6万+
233,天语（K-Touch）,天语（K-Touch）N1 老人手机 移动/联通 双卡双待 按键直板 超长待机 老年学生备用功能机 红色,109,天语手机京东自营官方旗舰店,10万+
234,诺基亚（NOKIA）,诺基亚 NOKIA C3 蓝色 双卡双待 移动联通电信三网4G智能手机 全面屏 大字体 大音量 老人老年机,699,诺基亚手机京东自营旗舰店,3万+
235,vivo,vivo iQOO Z1x  6GB+128GB 海蔚蓝 骁龙765G 120Hz竞速屏 5000mAh超大电池  双模5G全网通手机 iqooz1x,1798,vivo京东自营官方旗舰店,1万+
236,飞利浦（PHILIPS ）,飞利浦（PHILIPS） E288S 曜石黑 智能手写触屏老人机 移动联通双4G 充电宝老人机 超长待机 学生备用老年机,349,飞利浦手机京东自营旗舰店,8000+
237,华为（HUAWEI）,华为 HUAWEI nova 7 Pro 3200万追焦双摄 50倍潜望式变焦四摄 5G SoC芯片 8GB+128GB 亮黑色【购机补贴版】,3699,华为京东自营官方旗舰店,3万+
238,荣耀（HONOR）,荣耀Play3 6.39英寸魅眼全视屏 4000mAh大电池 真4800万AI三摄 麒麟710F自研芯片 畅玩全网通6GB+64GB 幻夜黑,1099,荣耀京东自营旗舰店,70万+
239,纽曼（Newman）,纽曼Newman N95 全网通4G老人手机 移动联通电信三网老年机 超长待机大字大声学生机 双卡双待功能机星空灰,159,纽曼京东自营官方旗舰店,1万+
240,京崎（TOOKY）,京崎（TOOKY）X9 老人手机 移动/联通 双卡双待 按键直板 超长待机 老年学生备用功能机 红色,119,京崎（TOOKY）手机京东自营旗舰店,1万+
241,真我（realme）,realme 真我V5 4800万四摄 5000mAh长续航 双模5G 破晓之光 8GB+128GB 30W闪充手机 OPPO提供售后支持,1899,realme真我京东自营旗舰店,400+
242,真我（realme）,realme 真我V5 4800万四摄 5000mAh大电池 双模5G 银翼少年 6GB+128GB  30W智慧闪充 长续航 智能手机,1499,realme真我京东自营旗舰店,1万+
243,小米（MI）,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机【购机补贴版】,5299,小米京东自营旗舰店,1万+
244,朵唯（DOOV）,朵唯（DOOV）D10Pro 6+128GB水滴全面屏 微信QQ八开 侧指纹解锁 游戏手机全网通4G双卡双待智能手机 雾月白,659,朵唯手机京东自营旗舰店,1万+
245,三星（SAMSUNG）,三星 Galaxy Note20 5G（SM-N9810）S Pen&三星笔记 专业视频拍摄  游戏手机 5G手机 8GB+256GB 迷雾金,5799,三星京东自营官方旗舰店,8000+
246,守护宝,守护宝（上海中兴）K999 移动联通电信4G老年手机 双卡双待直板老年机三防老人机 儿童学生手机备用机 金黑色,299,守护宝手机京东自营旗舰店,1万+
247,金立（Gionee）,金立 Gionee K3 pro 8GB+128GB 翡翠绿 4000mAh大电池 后置单摄 6.53英寸水滴屏 微信8开 全网通4G 双卡双待,799,金立手机京东自营旗舰店,8000+
248,多亲（QIN）,多亲（QIN）Qin2AI助手 5.05英寸全面屏智能超薄手机备机触屏 移动联通4g手机 电信Volte 铁灰色,599,多亲（QIN）京东自营旗舰店,8000+
249,华为（HUAWEI）,华为 HUAWEI P40 Pro 麒麟990 5G SoC芯片 5000万超感知徕卡四摄 50倍数字变焦 8GB+256GB亮黑色【购机补贴版】,6488,华为京东自营官方旗舰店,8万+
250,纽曼（Newman）,纽曼 Newman A9 雅典黑 超长待机 双屏翻盖老人手机 移动2G 大屏大字大按键 双卡双待老年机 老年备用功能机,128,纽曼京东自营官方旗舰店,3000+
251,纽曼（Newman）,纽曼 Newman A9 中国红 超长待机 双屏翻盖老人手机 移动2G 大屏大字大按键 双卡双待老年机 老年备用功能机,128,纽曼京东自营官方旗舰店,6000+
252,三星（SAMSUNG）,三星 Galaxy S20+ 5G(SM-G9860)双模5G 骁龙865 120Hz超感屏游戏手机 12GB+128GB 浮氧蓝【合约直降版】,7999,三星京东自营官方旗舰店,6000+
253,三星（SAMSUNG）,三星 Galaxy S20+ 5G(SM-G9860)双模5G 骁龙865 120Hz超感屏 游戏手机 12GB+128GB 遐想灰【购机补贴版】,7999,三星京东自营官方旗舰店,5000+
254,三星（SAMSUNG）,三星 Galaxy S20 Ultra 5G(SM-G9880)双模5G 骁龙865 1.08亿像素100倍变焦 12GB+256GB遐想灰【合约直降版】,9999,三星京东自营官方旗舰店,6000+
255,三星（SAMSUNG）,三星 Galaxy Z Flip 5G（SM-F7070） 折叠屏手机 双模5G 骁龙865+ 8GB+256GB 冷山灰【合约直降版】,12499,三星京东自营官方旗舰店,1000+
256,中兴（ZTE）,中兴ZTE 天机Axon 20 屏下摄像 6400万四摄 轻薄OLED屏 6GB+128GB 黑洞引力 A20双模全网通5G手机,2198,中兴京东自营官方旗舰店,8000+
257,vivo,vivo X50 Pro+ 5G手机 8+128GB 引力 超清一亿模式 高通骁龙865 60倍超级变焦 双模5G全网通手机【购机补贴版】,4998,vivo京东自营官方旗舰店,900+
258,vivo,vivo Y5s 6GB+128GB 流光银 超广角微距AI三摄 5000mAh大电池 移动联通电信全网通4G手机【购机补贴版】,1498,vivo京东自营官方旗舰店,8000+
259,vivo,vivo Y3标准版 3GB+64GB 绯玉红 5000mAh大电池 强劲续航手机 超广角AI智慧三摄 移动联通电信全网通4G手机【购机补贴版】,999,vivo京东自营官方旗舰店,2000+
260,vivo,vivo S6 5G 8GB+128GB 流光秘境礼盒版 前置3200万超清夜景自拍 4500mAh大电池 后置四摄 双模5G全网通手机【购机补贴版】,2598,vivo京东自营官方旗舰店,1000+
261,vivo,vivo Y70s 5G手机 8+128GB 月影黑  4500mAh大电池 双重解锁 后置3摄   双模5G全网通手机【购机补贴版】,2198,vivo京东自营官方旗舰店,2000+
262,vivo,vivo Y5s 6GB+128GB  璧玉青 超广角微距AI三摄 5000mAh大电池 移动联通电信全网通4G手机【购机补贴版】,1498,vivo京东自营官方旗舰店,6000+
263,vivo,vivo X50 Pro 5G手机 8+128GB 引力 微云台超感光主摄 60倍变焦 90Hz轻薄曲面屏 双模5G全网通手机【购机补贴版】,4298,vivo京东自营官方旗舰店,1000+
264,vivo,vivo Y3 4GB+128GB 初桃粉 5000mAh大电池 强劲续航手机 超广角AI智慧三摄 移动联通电信全网通4G手机【购机补贴版】,1298,vivo京东自营官方旗舰店,9000+
265,vivo,vivo Y3 4GB+128GB 孔雀蓝 5000mAh大电池 强劲续航手机 超广角AI智慧三摄 移动联通电信全网通4G手机【购机补贴版】,1298,vivo京东自营官方旗舰店,1万+
266,vivo,vivo Y3标准版 3GB+64GB 墨黛蓝 5000mAh大电池 强劲续航手机 超广角AI智慧三摄 移动联通电信全网通4G手机【购机补贴版】,999,vivo京东自营官方旗舰店,3000+
267,小米（MI）,小米10青春版 双模5G 骁龙765G 50倍潜望式变焦四摄 6GB+128GB 蓝莓薄荷 游戏手机【购机补贴版】,1999,小米京东自营旗舰店,1万+
268,OPPO,OPPO A52 8GB+128GB 凝光紫 5000mAh超大电池+18W疾速快充 星阵AI四摄 侧边指纹   【购机补贴版】,1599,OPPO京东自营官方旗舰店,1万+
269,OPPO,"京品手机	
OPPO Reno3 双模5G 6400万超清四摄 视频双防抖 7.96mm纤薄机身 12GB+128GB 月光白 视频手机【购机补贴版】",2699,OPPO京东自营官方旗舰店,7000+
270,OPPO,OPPO Reno4 65W超级闪充 视频超级防抖 双模5G 8GB+256GB 香芋紫 拍照游戏视频手机 【购机补贴版】,3299,OPPO京东自营官方旗舰店,4000+
271,OPPO,OPPO Ace2 8+256 梦幻紫 高通骁龙865 双模5G 65W超级闪充 40W无线闪充 90Hz电竞屏 游戏手机 【购机补贴版】,3999,OPPO京东自营官方旗舰店,1000+
272,OPPO,OPPO Reno4 Pro 65W超级闪充 7.6mm超轻薄设计 双模5G 8GB+128GB 晶钻蓝 拍照游戏视频手机 【购机补贴版】,3799,OPPO京东自营官方旗舰店,8000+
273,三星（SAMSUNG）,三星（SAMSUNG）Galaxy Note20 Ultra 5G （SM-N9860） )S Pen&三星笔记 120Hz自适应屏幕 5G手机 12GB+256GB,9499,三星（SAMSUNG）手机商用产品京东自营旗舰店,0
274,华为（HUAWEI）,华为 HUAWEI 畅享 10S 炫彩OLED屏幕指纹4800万超广角AI三摄4000mAh大电池6GB+128GB翡冷翠全网通双4G手机【购机补贴版】,1699,华为京东自营官方旗舰店,1万+
275,真我（realme）,realme 真我X7 Pro 120Hz柔性屏 仅184g 65W闪充6400万超广角四摄 C位色 8GB+128GB 游戏5g轻薄旗舰手机,2299,realme真我京东自营旗舰店,10万+
276,荣耀（HONOR）,荣耀30青春版 5G双模  4000mAh大电池 22.5W快充 4800万高感光拍摄 6GB+128GB 幻夜黑【购机补贴版】,1899,荣耀京东自营旗舰店,1万+
277,荣耀（honor）,荣耀30青春版 5G双模  4000mAh大电池 22.5W快充 4800万高感光拍摄 8GB+128GB 夏日彩虹【购机补贴版】,2199,荣耀京东自营旗舰店,5000+
278,Apple,Apple iPhone XR (A2108) 64GB 白色 移动联通电信4G手机 双卡双待【购机补贴版】,3999,Apple产品京东自营旗舰店,10万+
279,Apple,Apple iPhone 11 (A2223) 128GB 黑色 移动联通电信4G手机 双卡双待,4899,Apple产品京东自营旗舰店,400万+
280,天语（K-Touch）,"
天语（K-Touch）N2 老人手机 双侧边键 移动/联通 双卡双待 按键直板2G 防摔老年学生功能机 星空灰",109,天语手机京东自营官方旗舰店,1万+
281,小米（MI）,Redmi Note8Pro 6400万全场景四摄 液冷游戏芯 4500mAh长续航 NFC 18W快充 红外遥控 6GB+128GB 贝母白 游戏智能手机 小米 红米【购机补贴版】,1299,小米京东自营旗舰店,10万+
282,小米（MI）,Redmi 8A 5000mAh大电量 大字体大音量大内存 骁龙八核处理器 AI人脸解锁 莱茵护眼全面屏 4GB+64GB 深海蓝 游戏智能老人手机 小米 红米,699,小米京东自营旗舰店,40万+
283,小米（MI）,Redmi 8A 5000mAh大电量 大字体大音量大内存 骁龙八核处理器 AI人脸解锁 莱茵护眼全面屏 4GB+64GB 珊瑚橙 游戏智能老人手机 小米 红米,699,小米京东自营旗舰店,30万+
284,飞利浦（PHILIPS ）,飞利浦（PHILIPS）S610 水滴全面屏 人脸指纹双解锁 全网通4G 老人儿童学生智能手机 6GB+128GB 漠河夜,799,飞利浦手机京东自营旗舰店,9000+
285,vivo,vivo U3x 4GB+64GB 子夜黑 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G手机,949,vivo京东自营官方旗舰店,20万+
